Country,Category,Series,Data Type,Data,Values,Date,Regional Data,Survey Topic,Type of business,Economic segment,Inflation Type,Inflation sub segment
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.68,20/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,96.18,21/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.03,24/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.17,25/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.56,26/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.36,27/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.98,28/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,97.9,29/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,101.68,30/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,102.24,31/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,101.94,01/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,100.24,02/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,99.56,03/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.79,04/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.25,05/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,94.38,06/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,93.3,07/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,92.09,08/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,92.14,09/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.46,10/06/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,97.08,13/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.55,14/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,93.91,15/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,93.19,16/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,92.13,17/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,93.66,20/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,93.67,21/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.51,22/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.65,23/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.87,24/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.28,27/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.31,28/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.1,29/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.16,30/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.89,31/01/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.81,03/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,102.51,04/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,102.04,05/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.02,06/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.27,07/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,96.47,10/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,96.81,11/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,96.54,12/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.22,13/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.71,14/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,97.45,17/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,98.84,18/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.91,19/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.92,20/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.65,21/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,104.21,24/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.6,25/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.7,26/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.09,27/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.21,28/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,104.89,02/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,106.72,03/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,107.27,04/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,108.74,05/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,109.89,06/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,107.68,09/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,107.3,10/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,107.17,11/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,106.2,12/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,106.02,13/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,103.52,16/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,103.21,17/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,102.3,18/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.52,19/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.05,20/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,80.93,23/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,76.06,24/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,69.34,25/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,63.73,26/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,57.43,27/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,44.14,30/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,44.51,31/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,46.72,01/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,48.2,02/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,49.3,03/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,51.77,06/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,51.23,07/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,51.87,08/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,53.09,09/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,53.38,14/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,53.31,15/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,52.71,16/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,54.01,17/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,54.41,20/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,56.4,21/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,56.79,22/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,57.04,23/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,57.17,24/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,59.87,27/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,60.68,28/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,61.88,29/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,62.33,30/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,64.02,01/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,64.92,04/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,65.89,05/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,65.95,06/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,66.98,07/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,65.53,11/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,64.92,12/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,65.38,13/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,65.27,14/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,66.3,15/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,68.01,18/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,68.6,19/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,69.35,20/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,70.5,21/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,71.95,22/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,73.56,26/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,73.04,27/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,72.67,28/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,72.57,29/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,73.13,01/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,77.09,02/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,76.94,03/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,76.75,04/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,77.29,05/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,83.55,08/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,83.12,09/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,84.63,10/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,87.03,11/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,86.8,12/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,84.23,15/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,85.93,16/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,87.22,17/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,87.19,18/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,88.45,19/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,96.39,22/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,96.41,23/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,97.1,24/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,95.34,25/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,98.67,26/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.23,29/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.92,30/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.76,01/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,103.34,02/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,102.92,03/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,102.2,06/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.6,07/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,102.5,08/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.65,09/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.38,10/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.06,13/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.17,14/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,93.12,15/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,93.58,16/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,92.38,17/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,91.14,20/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,89.9,21/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,89.65,22/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,87.27,23/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,88.67,24/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,90.5,27/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,92.33,28/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,92.43,29/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.98,30/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,95.52,31/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,98.18,03/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.79,04/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.2,05/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,98.98,06/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.36,07/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,95.98,10/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.72,11/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.28,12/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,92.83,13/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,92.17,14/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,95.11,17/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,95.84,18/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,97.27,19/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,98.11,20/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,97.82,21/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.46,24/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.53,25/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.19,26/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,102.63,27/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,104.6,28/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,108.94,01/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,113.85,02/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,112.13,03/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,110.2,04/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,102.79,07/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,105.37,08/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.41,09/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,97.71,10/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,96.83,11/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.77,14/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,95.06,15/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.33,16/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,95.31,17/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,94.03,18/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,97.26,21/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,95.89,22/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,96.99,23/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,96.25,24/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,97.89,25/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,98.06,28/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,98.34,29/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,98.62,30/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.82,01/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.67,02/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,105.51,05/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,106.66,06/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,106.91,07/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,106.25,08/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,105.32,09/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,103.47,12/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,103.08,13/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.68,14/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.72,15/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.77,16/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.39,19/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.48,20/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.02,21/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.1,22/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,100.18,23/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,99.81,26/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,101.78,27/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,104.14,28/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,105.99,29/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,106.22,30/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,114.13,02/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,118.7,03/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,123.63,04/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,128.64,05/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,122.85,06/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,95.77,09/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,85.18,10/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,76.07,11/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,66.52,12/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,68.28,13/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,73.08,16/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,74.88,17/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,76.17,18/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,77.08,19/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,78.53,20/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,83.96,23/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,86.62,24/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,87.87,25/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,89.97,26/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,92.73,27/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Delayable,106.27,30/11/2020,,,,,,
