Country,Category,Series,Data Type,Data,Values,Date
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2021-04-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,11,2021-04-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2021-04-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,50,2020-03-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,47,2020-04-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,46,2020-04-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,36,2020-04-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,37,2020-04-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2020-05-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,34,2020-05-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,35,2020-05-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,32,2020-05-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2020-05-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,30,2020-05-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,32,2020-06-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,30,2020-06-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,28,2020-06-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,29,2020-06-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2020-07-05
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,35,2020-07-12
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2020-07-19
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2020-07-26
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,35,2020-08-02
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2020-08-09
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,30,2020-08-16
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,32,2020-08-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,34,2020-09-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2020-09-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,32,2020-09-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,36,2020-10-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2020-10-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,37,2020-10-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,36,2020-10-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,38,2020-11-01
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,36,2020-11-08
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,36,2020-11-15
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,35,2020-11-22
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,36,2020-11-29
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,35,2020-12-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2020-12-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,36,2020-12-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,33,2021-01-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,42,2021-01-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,38,2021-01-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,37,2021-01-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,37,2021-01-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,34,2021-02-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,35,2021-02-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,34,2021-02-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,34,2021-02-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,31,2021-03-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,31,2021-03-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,32,2021-03-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,34,2021-03-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,31,2021-04-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,32,2021-04-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,32,2021-04-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults with high levels of anxiety,31,2021-04-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,53,2020-04-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,50,2020-04-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,46,2020-04-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,47,2020-04-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,42,2020-05-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,41,2020-05-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,46,2020-05-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,43,2020-05-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,47,2020-05-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,44,2020-05-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,42,2020-06-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,48,2020-06-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,47,2020-06-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,45,2020-06-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,47,2020-07-05
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,45,2020-07-12
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,42,2020-07-19
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,43,2020-07-26
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,41,2020-08-02
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,40,2020-08-09
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,41,2020-08-16
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,39,2020-08-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,39,2020-09-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,45,2020-09-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,48,2020-09-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,47,2020-10-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,46,2020-10-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,49,2020-10-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,49,2020-10-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,53,2020-11-01
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,49,2020-11-08
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,48,2020-11-15
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,48,2020-11-22
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,49,2020-11-29
United Kingdom,Social,Timeseries,Survey,Percentage of adults that say their well-being is being affected by COVID,50,2020-12-06
